Year,Awards,Title,Artist
1980,"Best Gospel Performance, Traditional",We Come To Worship,Blackwood Brothers
1980,"Best Soul Gospel Performance, Contemporary",Rejoice,Shirley Caesar
1980,"Best Soul Gospel Performance, Traditional","Lord, Let Me Be An Instrument",Charles Fold Singers
1980,Best Inspirational Performance,With My Song I Will Praise Him,Debby Boone
1980,Best Ethnic Or Traditional Recording,Rare Blues,Norman Dayron
1980,Best Latin Recording,La Onda Va Bien,Cal Tjader
1980,Best Recording For Children,In Harmony/A Sesame Street Record,David Levine
1980,Best Comedy Recording,No Respect,Rodney Dangerfield
1980,"Best Spoken Word, Documentary Or Drama","Gertrude Stein, Gertrude Stein, Gertrude Stein",Pat Carroll
1980,Best Instrumental Composition,The Empire Strikes Back,John Williams
1980,"Best Jazz Vocal Performance, Female",A Perfect Match - Ella And Basie,Ella Fitzgerald
1980,"Best Jazz Vocal Performance, Male",Moody's Mood,George Benson
1980,"Best Jazz Instrumental Performance, Soloist",I Will Say Goodbye,Bill Evans
1980,"Best Jazz Instrumental Performance, Group",We Will Meet Again,Bill Evans
1980,"Best Jazz Instrumental Performance, Big Band",On The Road,Count Basie
1980,Best Instrumental Arrangement,"Dinorah, Dinorah",Jerry Hey
1980,Best Arrangement Accompanying Vocalist(s),Sailing,Christopher Cross
1980,Best Arrangement For Voices,Birdland,Janis Siegel
1980,Best Engineered Recording - Non-Classical,The Wall,James Guthrie
1980,Best Classical Orchestral Recording,Bruckner: Symphony No. 6 In A,Georg Solti
1980,Best Opera Recording,Berg: Lulu (Complete Version),Pierre Boulez
1980,"Best Choral Performance, Classical (Other Than Opera)",Mozart: Requiem,Norbert Balatsch
1980,Best Chamber Music Performance,Play Music For Two Violins (Moszkowski: Suite For Two Violins/Shostakovich: Duets/Prokofiev: Sonata For Two Violins),Itzhak Perlman
1980,Best Classical Performance - Instrumental Soloist OR Soloists (With Orchestra),Brahms: Violin And Cello Concerto In A Minor (Double Concerto),Itzhak Perlman
1980,Best Classical Performance - Instrumental Soloist OR Soloists (With Orchestra),Berg: Violin Concerto/Stravinsky: Violin Concerto In D,Itzhak Perlman
1980,Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),The Spanish Album,Itzhak Perlman
1980,Best Classical Vocal Soloist Performance,"Prima Donna, Vol. 5 - Great Soprano Arias From Handel To Britten",Leontyne Price
1980,"Best Engineered Recording, Classical",Berg: Lulu (Complete Version),Karl-August Naegler
1979,Record Of The Year,What A Fool Believes,Doobie Brothers
1979,Song Of The Year,What A Fool Believes,Kenny Loggins
1979,"Best Pop Vocal Performance, Female",I'll Never Love This Way Again,Dionne Warwick
1979,"Best Pop Vocal Performance, Male",52nd Street,Billy Joel
1979,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Minute By Minute,Doobie Brothers
1979,Best Pop Instrumental Performance,Rise,Herb Alpert
1979,"Best Rock Vocal Performance, Female",Hot Stuff,Donna Summer
1979,"Best Rock Vocal Performance, Male",Gotta Serve Somebody,Bob Dylan
1979,Best Rock Vocal Performance By A Duo Or Group,Heartache Tonight,Eagles
1979,Best Rock Instrumental Performance,Rockestra Theme,Paul McCartney And Wings
1979,"Best R&B Vocal Performance, Female",Deja Vu,Dionne Warwick
1979,"Best R&B Vocal Performance, Male",Don't Stop 'til You Get Enough,Michael Jackson
1979,"Best R&B Vocal Performance By A Duo, Group Or Chorus",After The Love Has Gone,Earth
1979,Best R&B Instrumental Performance,Boogie Wonderland,Earth
1979,Best Rhythm & Blues Song,After The Love Has Gone,Bill Champlin
1979,Best Disco Recording,I Will Survive,Gloria Gaynor
1979,"Best Country Vocal Performance, Female",Blue Kentucky Girl,Emmylou Harris
1979,"Best Country Vocal Performance, Male",The Gambler,Kenny Rogers
1979,Best Country Vocal Performance By A Duo Or Group,The Devil Went Down To Georgia,Charlie Daniels Band
1979,Best Country Instrumental Performance,Big Sandy/Leather Britches,Doc Watson
1979,Best Country Song,You Decorated My Life,Bob Morrison
1979,"Best Gospel Performance, Contemporary Or Inspirational",Heed The Call,Imperials
1979,"Best Gospel Performance, Traditional",Lift Up The Name Of Jesus,Blackwood Brothers
1979,"Best Soul Gospel Performance, Contemporary",I'll Be Thinking Of You,Andrae Crouch
1979,"Best Soul Gospel Performance, Traditional",Changing Times,Mighty Clouds Of Joy
1979,Best Inspirational Performance,You Gave Me Love (When Nobody Gave Me A Prayer),B.J. Thomas
1979,Best Ethnic Or Traditional Recording,"Muddy ""Mississippi"" Waters Live",Muddy Waters
1979,Best Latin Recording,Irakere,Irakere
1979,Best Recording For Children,The Muppet Movie,Jim Henson
1979,Best Comedy Recording,Reality...What A Concept,Robin Williams
1979,"Best Spoken Word, Documentary Or Drama Recording",Ages Of Man - Readings From Shakespeare,John Gielgud
1979,Best Instrumental Composition,Superman Main Title Theme,John Williams
1979,"Best Jazz Fusion Performance, Vocal Or Instrumental",8:30,Weather Report
1979,Best Jazz Vocal Performance,Fine And Mellow,Ella Fitzgerald
1979,"Best Jazz Instrumental Performance, Soloist",Jousts,Oscar Peterson
1979,"Best Jazz Instrumental Performance, Group",Duet,Chick Corea
1979,"Best Jazz Instrumental Performance, Big Band","Duke Ellington At Fargo, 1940 Live",Duke Ellington
1979,Best Instrumental Arrangement,Soulful Strut,Claus Ogerman
1979,Best Arrangement Accompanying Vocals,What A Fool Believes,Michael McDonald
1979,Best Historical Reissue,Billie Holiday - Giants Of Jazz,Jerry Korn
1979,Best Engineered Recording - Non-Classical,Breakfast In America,Peter Henderson
1979,Best Classical Orchestral Recording,Brahms: Symphonies (1-4),Georg Solti
1979,Best Opera Recording,Britten: Peter Grimes,Colin Davis
1979,"Best Choral Performance, Classical (Other Than Opera)",Brahms: A German Requiem,Margaret Hillis
1979,Best Chamber Music Performance,Copland: Appalachian Spring,Dennis Russell Davies
1979,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Bartók: Piano Cons. Nos. 1 & 2,Maurizio Pollini
1979,Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),The Horowitz Concerts 1978/79,Vladimir Horowitz
1979,Best Classical Vocal Soloist Performance,O Sole Mio - Favorite Neapolitan Songs,Luciano Pavarotti
1979,"Best Engineered Recording, Classical",Sweeney Todd,Anthony Salvatore
1978,Record Of The Year,Just The Way You Are,Billy Joel
1978,Song Of The Year,Just The Way You Are,Billy Joel
1978,"Best Pop Vocal Performance, Female",You Needed Me,Anne Murray
1978,"Best Pop Vocal Performance, Male",Copacabana (At The Copa),Barry Manilow
1978,Best Pop Vocal Performance By A Duo Or Group,Saturday Night Fever,Bee Gees
1978,Best Pop Instrumental Performance,Children Of Sanchez,Chuck Mangione
1978,"Best R&B Vocal Performance, Female",Last Dance,Donna Summer
1978,"Best R&B Vocal Performance, Male",On Broadway,George Benson
1978,"Best R&B Vocal Performance By A Duo, Group Or Chorus",All 'n All,Earth
1978,Best R&B Instrumental Performance,Runnin',Earth
1978,Best Rhythm & Blues Song,Last Dance,Paul Jabara
1978,"Best Country Vocal Performance, Female",Here You Come Again,Dolly Parton
1978,"Best Country Vocal Performance, Male",Georgia On My Mind,Willie Nelson
1978,Best Country Vocal Performance By A Duo Or Group,Mamas Don't Let Your Babies Grow Up To Be Cowboys,Waylon Jennings
1978,Best Country Instrumental Performance,One O'Clock Jump,Asleep At The Wheel
1978,Best Country Song,The Gambler,Don Schlitz
1978,"Best Gospel Performance, Contemporary Or Inspirational",What A Friend,Larry Hart
1978,"Best Gospel Performance, Traditional",Refreshing,Happy Goodman Family
1978,"Best Soul Gospel Performance, Contemporary",Live In London,Andrae Crouch
1978,"Best Soul Gospel Performance, Traditional",Live And Direct,Mighty Clouds Of Joy
1978,Best Inspirational Performance,Happy Man,B.J. Thomas
1978,Best Ethnic Or Traditional Recording,I'm Ready,Muddy Waters
1978,Best Latin Recording,Homenaje a Beny More,Tito Puente
1978,Best Recording For Children,The Muppet Show,Jim Henson
1978,Best Comedy Recording,A Wild And Crazy Guy,Steve Martin
1978,Best Spoken Word Recording,Citizen Kane,Orson Welles
1978,Best Instrumental Composition,Theme From Close Encounters Of The Third Kind,John Williams
1978,Best Jazz Vocal Performance,All Fly Home,Al Jarreau
1978,"Best Jazz Instrumental Performance, Soloist",Montreaux '77 - Oscar Peterson Jam,Oscar Peterson
1978,"Best Jazz Instrumental Performance, Group",Friends,Chick Corea
1978,"Best Jazz Instrumental Performance, Big Band",Live In Munich,Mel Lewis
1978,Best Instrumental Arrangement,The Wiz Main Title - Overture Part One,Quincy Jones
1978,Best Arrangement Accompanying Vocal(s),Got To Get You Into My Life,Maurice White
1978,Best Arrangement For Voices,Stayin' Alive,Bee Gees
1978,Best Engineered Recording - Non-Classical,FM (No Static At All),Al Schmitt
1978,Best Classical Orchestral Performance,Beethoven: Symphonies (9) (Complete),Herbert von Karajan
1978,Best Opera Recording,Lehar: The Merry Widow,Julius Rudel
1978,"Best Choral Performance, Classical (Other Than Opera)",Beethoven: Missa Solemnis,Margaret Hillis
1978,Best Chamber Music Performance,Beethoven: Sonatas For Violin And Piano,Itzhak Perlman
1978,"Best Classical Performance, Instrumental Soloist(s) (With Orchestra)",Rachmaninoff: Con. No. 3 In D Minor For Piano (Horowitz Golden Jubilee),Vladimir Horowitz
1978,"Best Classical Performance, Instrumental Soloist(s) (Without Orchestra)",The Horowitz Concerts 1977/78,Vladimir Horowitz
1978,Best Classical Vocal Soloist Performance,Luciano Pavarotti - Hits From Lincoln Center,Luciano Pavarotti
1978,"Best Engineered Recording, Classical",Varese: Ameriques/Arcana/Ionisation (Boulez Conducts Varese),Arthur Kendy
1977,Record Of The Year,Hotel California,Eagles
1977,Song Of The Year,Love Theme From A Star Is Born (Evergreen) (TIE),Barbra Streisand
1977,Song Of The Year,You Light Up My Life (TIE),Joe Brooks
1977,Best Instrumental Arrangement,Nadia's Theme (The Young And The Restless),Barry De Vorzon
1977,Best Arrangement Accompanying Vocalist(s),Love Theme From A Star Is Born (Evergreen),Ian Freebairn-Smith
1977,Best Arrangement For Voices,New Kid In Town,Eagles
1977,Best Engineered Recording - Non-Classical,Aja,Al Schmitt
1977,Best Jazz Vocal Performance,Look To The Rainbow,Al Jarreau
1977,Best Jazz Performance By A Soloist,The Giants,Oscar Peterson
1977,Best Jazz Performance By A Group,The Phil Woods Six - Live From The Showboat,Phil Woods
1977,Best Jazz Performance By A Big Band,Prime Time,Count Basie
1977,"Best Pop Vocal Performance, Female",Love Theme From A Star Is Born (Evergreen),Barbra Streisand
1977,"Best Pop Vocal Performance, Male",Handy Man,James Taylor
1977,Best Pop Vocal Performance By A Group,How Deep Is Your Love,Bee Gees
1977,Best Pop Instrumental Recording,Star Wars,John Williams
1977,"Best R&B Vocal Performance, Female",Don't Leave Me This Way,Thelma Houston
1977,"Best R&B Vocal Performance, Male",Unmistakably Lou,Lou Rawls
1977,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Best Of My Love,Emotions
1977,Best R&B Instrumental Performance,Q,Brothers Johnson
1977,Best Rhythm & Blues Song,You Make Me Feel Like Dancing,Leo Sayer
1977,"Best Gospel Performance, Contemporary Or Insprirational",Sail On,Imperials
1977,"Best Gospel Performance, Traditional",Just A Little Talk With Jesus,Oak Ridge Boys
1977,"Best Soul Gospel Performance, Contemporary",Wonderful!,Edwin Hawkins
1977,"Best Soul Gospel Performance, Traditional",James Cleveland Live At Carnegie Hall,James Cleveland
1977,Best Inspirational Performance,Home Where I Belong,B.J. Thomas
1977,"Best Country Vocal Performance, Female",Don't It Make My Brown Eyes Blue,Crystal Gayle
1977,"Best Country Vocal Performance, Male",Lucille,Kenny Rogers
1977,Best Country Vocal Performance By A Duo Or Group,Heaven's Just A Sin Away,Kendalls
1977,Best Country Instrumental Performance,Country Instrumentalist Of The Year,"Hargus ""Pig"" Robbins"
1977,Best Country Song,Don't It Make My Brown Eyes Blue,Richard Leigh
1977,Best Ethnic Or Traditional Recording,Hard Again,Muddy Waters
1977,Best Latin Recording,Dawn,Mongo Santamaria
1977,Best Recording For Children,Aren't You Glad You're You,Christopher Cerf
1977,Best Comedy Recording,Let's Get Small,Steve Martin
1977,Best Spoken Word Recording,The Belle Of Amherst,Julie Harris
1977,Best Instrumental Composition,Star Wars - Main Title,John Williams
1977,Best Original Score Written For A Motion Picture Or A Television Special,Star Wars,John Williams
1977,Best Classical Orchestral Performance,Mahler: Symphony No. 9 In D,Carlo Maria Giulini
1977,Best Opera Recording,Gershwin: Porgy And Bess,John De Main
1977,Best Choral Performance (Other Than Opera),Verdi: Requiem,Georg Solti
1977,Best Chamber Music Performance,Schoenberg: Quartets For Strings (Complete),Juilliard String Quartet
1977,Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Vivaldi: The Four Seasons,Itzhak Perlman
1977,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),"Beethoven: Piano Sonata No. 18 In E Flat/Schumann: Fantasiestucke, Op. 12",Artur Rubinstein
1977,Best Classical Vocal Soloist Performance,Bach: Arias,Janet Baker
1977,"Best Engineered Recording, Classical",Ravel: Bolero,Kenneth Wilkinson
1976,Record Of The Year,This Masquerade,George Benson
1976,Song Of The Year,I Write The Songs,Bruce Johnston
1976,Best Instrumental Arrangement,Leprechaun's Dream,Chick Corea
1976,Best Arrangement Accompanying Vocalist(s),If You Leave Me Now,James William Guercio
1976,"Best Arrangement For Voices (Duo, Group Or Chorus)",Afternoon Delight,Starland Vocal Band
1976,Best Engineered Recording - Non-Classical,Breezin',Al Schmitt
1976,Best Jazz Vocal Performance,Fitzgerald And Pass...Again,Ella Fitzgerald
1976,Best Jazz Performance By A Soloist (Instrumental),Basie And Zoot,Count Basie
1976,Best Jazz Performance By A Group,The Leprechaun,Chick Corea
1976,Best Jazz Performance By A Big Band,The Ellington Suites,Duke Ellington
1976,"Best Pop Vocal Performance, Female",Hasten Down The Wind,Linda Ronstadt
1976,"Best Pop Vocal Performance, Male",Songs In The Key Of Life,Stevie Wonder
1976,"Best Pop Vocal Performance By A Duo, Group Or Chorus",If You Leave Me Now,Chicago
1976,Best Pop Instrumental Performance,Breezin',George Benson
1976,"Best R&B Vocal Performance, Female",Sophisticated Lady (She's A Different Lady),Natalie Cole
1976,"Best R&B Vocal Performance, Male",I Wish,Stevie Wonder
1976,"Best R&B Vocal Performance By A Duo, Group Or Chorus",You Don't Have To Be A Star (To Be In My Show),Billy Davis Jr.
1976,Best R&B Instrumental Performance,Theme From Good King Bad,George Benson
1976,Best Rhythm & Blues Song,Lowdown,Boz Scaggs
1976,Best Soul Gospel Performance,How I Got Over,Mahalia Jackson
1976,"Best Country Vocal Performance, Female",Elite Hotel,Emmylou Harris
1976,"Best Country Vocal Performance, Male",(I'm A) Stand By My Woman Man,Ronnie Milsap
1976,Best Country Vocal Performance By A Duo Or Group,The End Is Not In Sight (The Cowboy Tune),Amazing Rhythm Aces
1976,Best Country Instrumental Performance,Chester And Lester,Chet Atkins
1976,Best Country Song,Broken Lady,Larry Gatlin
1976,Best Inspirational Performance,"The Astonishing, Outrageous, Amazing, Incredible, Unbelievable, Different World of Gary S. Paxton",Gary S. Paxton
1976,Best Gospel Performance (Other Than Soul Gospel),Where The Soul Never Dies,Oak Ridge Boys
1976,Best Ethnic Or Traditional Recording,Mark Twang,John Hartford
1976,Best Latin Recording,Unfinished Masterpiece,Eddie Palmieri
1976,Best Recording For Children,Prokofiev: Peter And The Wolf/Saint-Saens: Carnival Of The Animals,Hermione Gingold
1976,Best Comedy Recording,Bicentennial Nigger,Richard Pryor
1976,Best Spoken Word Recording,Great American Documents,Helen Hayes
1976,Best Instrumental Composition,Bellavia,Chuck Mangione
1976,Best Classical Orchestral Performance,Strauss: Also Sprach Zarathustra,Georg Solti
1976,Best Opera Recording,Gershwin: Porgy And Bess,Lorin Maazel
1976,Best Choral Performance (Other Than Opera),Rachmaninoff: The Bells,André Previn
1976,Best Chamber Music Performance,The Art Of Courtly Love,David Munrow
1976,"Best Classical Performance, Instrumental Soloist Or Soloists (With Orchestra)",Beethoven: The Five Piano Concertos,Artur Rubinstein
1976,"Best Classical Performance, Instrumental Soloist Or Soloists (Without Orchestra)",Horowitz Concerts 1975/76,Vladimir Horowitz
1976,Best Classical Vocal Soloist Performance,Herbert: Music Of Victor Herbert,Beverly Sills
1976,"Best Engineered Recording, Classical",Gershwin: Rhapsody In Blue,Edward
